id,name,review_count,rating
aj370RcMGOEqF8VE0NrntA,Ben Gong’s Tea,3,2.5
WRnxXo0s1SMaOJQqHLpVbg,Maguro Honpo,1,4.0
IodhlSsnEIp37rPd3ZvbGA,Strawberry Cones,1,3.0
rgNHvUAnac_InHXkTM58VA,Yan Yang Tian,2,1.5
zSI_0yNVgHyrcgV3rciOvg,Gong cha,1,5.0
pencSqtdwE5muNyxoU7WZg,Chipotle Mexican Grill,1,1.0
EG1VSlaAXq9F3b3DxH8gwA,Dairy Queen,1,1.0
z6trOrTToeMg6B-gn_3lGw,Thank You Pizza,2,5.0
D4OfLaGT7sA5-N6J09L6UQ,Wilder Snail,32,4.0
G6OHz1yM0QALHZX-UR0E7Q,MacLean Park,2,4.5
RgIFM9UZr3x6phaA5fmAnw,MacLean Park Music,2,4.0
-OPJmI98OfSf9mNHC_VLYA,Union Food Market,35,4.5
x6cfLWWETlWd2V0-f5kFiQ,Strathcona Linear Park,3,4.0
HTJTTobu5hXM2Xgqj8OBgg,Havana,369,3.5
GFxuWKBC0QYzpoJKLi69qg,Turk's Coffee Bar,90,4.0
toPPjFXtNZPJ-C14R5DpPw,Fets Whisky Kitchen,152,3.5
mcSFyiIU-ekK-wFm-I_mNg,Famoso Neapolitan Pizzeria,242,3.5
cVTbruAN8w8rB6pm7MR0YQ,Oca Pastificio,41,4.0
HEv5_DxHSWCcpAUtKbBRKA,Cafe Du Soleil,80,4.0
iHHnZb1YEP9vRXOc6-7Nrw,Memphis Blues,124,3.5
CnNMviSZlQGhWh8NcUOyRw,Santa Barbara Market,56,4.0
IVa3Osaz6QtPAB2r31kBDQ,Don Oso's,12,3.5
8WgRC4yd4jJqYEOJJMj4dQ,Grandview Park,8,4.0
QxuX7zibghAjZTAgxE-WXg,Toscani Coffee Bar,15,3.5
KEloJNHTaE-OLkvWIrqgjA,Pacific Poke,7,3.5
MeFTMrfy476JsWHR6wEJbA,Abruzzo Cafe,2,2.0
zJFR6pBdPsuqBve9pmtg0Q,Sprezzatura,48,4.0
r3o9ol2VT7ijHG7Ckxq_Sg,Street Art Works,1,5.0
fnFaXywPOiFQlw7-bj6Bbw,Chai69 Cafe,1,4.0
uNgTjA9ADe_6LWby20Af8g,Long Table Distillery,102,4.5
QKnRngxSLkD6VdHphaz18g,Tartine Bread & Pies,110,3.5
VvyxV7JAXEYXG73a7gyRng,inBtwn Cafe,3,4.5
WJJajrWufzhcnaP43jPIDA,Mr Shawarma,170,4.5
nxTqx7zabD7cWkifv_BNmw,Mosaic Bar & Grille,97,3.5
e-R4nkWuAY4A293yi2QxQQ,Victoria Chinese Restaurant,89,3.0
AHQaqC06uL67BvUrvhWQUg,The Hide Lounge,19,4.5
uTLMc2oGsWzITyKULF1lRA,Vij's Railway Express,71,3.5
QN8OqofO43ZX5gc9ZAbJ-A,The Deli Vancouver,37,4.0
j0uomBri39Pf9NED_tPteA,Grain Tasting Bar,52,3.5
gdfEAAx8kg1reud4I1OcOw,Cookies By George,31,3.5
NJ_LaPb3PzreLGDZ7Hgn-g,PHAT Deli & Catering,36,3.0
kDznRO6fEUfaTRwSFkEPKQ,Starbucks,19,3.5
CyKHHrBeimn5d94FIhAfcQ,Anita's Kitchen,12,4.5
RMy907_r36OEjHm-sCMM9w,Rice 'N Spice,31,3.0
i8OKQUZ2zke4aaAAWdzqEw,Starbucks,8,4.5
6gTuQ_8_TJO9xC48DmIlNg,Bubble Waffle Cafe,26,3.0
prD-JYDNBLnMzxATF7G7Mw,McDonald's,34,2.5
V__i0ZZ3dZsR_ycFgssMcg,Second Cup,19,3.0
hpUVh1wzX2MKSvCkAsuscQ,Tim Hortons,33,2.5
xUE50m7QgWL5Ker5z9Kqvg,Mr. Steak,7,3.5
MNqV5imcJnB1eKRL_b7A2w,Starbucks,10,3.0
XB5pDNGwPETHupdD1SDYLw,Taco Time,12,3.0
F0xinNwhXK_Sw_Cfr-_ZiQ,Crêpe Delicious,13,3.5
8UDbPQNgh6qaQVbeYyJXVg,Connoisseur's Coffee,5,3.5
1IkwRzAtmQ_eE_XN7qrkuA,Subway,7,2.5
J-hVhhssW4M80FiS-sOs8g,Le Viet Cuisine,8,3.0
1vepeNX5_pF877BA4Dp5Jg,Hybar Bentall,1,5.0
_nW-PkADsarqrrbnTCbymA,Jugo Juice,5,3.0
sXND04u1oIC3voImMsPHdw,Flying Wedge Pizza Company,5,3.0
i3H6ZE5Qokd8exdKslTLpQ,Valendine,1,5.0
JAKcER6BU45bDprMhT7H6Q,Hiro Japan Sushi,2,3.0
KcGKZC87nBOARpSq5BLwBQ,Momo Sushi,8,2.0
x3EiyVkIha_VmuhDJL993w,Teriyaki Experience,3,3.0
8PfirE6YtQA9dwSPG9cR8w,Field & Social,2,3.0
IhzdIGFttOuKtwFfffQU4Q,Triple-O's,1,3.0
q4PBJ_xg3ISRTDY6n4MXHQ,Bento Sushi,1,4.0
JOcI6B4XMy8p0fI5q2Ssmg,Salad Loop,1,3.0
_01o-KOyx7PLksDpFcKpdg,La Catrina Tacos,1,1.0
Ev4OaNeVoq6UbKd8774dyA,District Bar & Restaurant,88,4.0
KF9osr-B-5jzmujeb5lMkA,Rocanini Coffee Roasters,54,4.5
JMz8y1xj5JiUN1SH5WWBVg,Frankie's Italian Kitchen,143,3.5
QcobdaSnBNZuqgsRMVWfjQ,Frankie's Jazz Club,41,4.0
gG8I4cBYr705Mk-fTNzlWQ,Sciué,16,4.0
vPilJXGRLxS4r_Ot4lnmpw,Boston Pizza,124,2.0
hW3mdzVh1NLJShTEoG1VLw,Y.V.'s Chestnuts,2,2.5
jaYjyvJYXZn3lNi_tl9Z_A,Pane E Formaggio,1,4.0
M8xFgD-yc5odkwbmQWeh5Q,Cafe Orca,4,1.5
6iOAgzJ0DRZNSKA3FSrrOg,La Taqueria Pinche Taco Shop,669,4.0
4118Aq9LbkvUr4s719uUkA,Uma Sushi,109,4.5
qebPYEXBp8Zo_d7GY50i2w,Westcoast Poke,170,4.0
uZOaRCd8SO5FudDmqcqq1A,Mr Japanese Curry,34,4.0
eGbIcqCE6C3m3tNhhtCAcA,Solly's Bagelry,241,2.5
9YXD6Tm3uKOc76Qyu1w4Nw,Pokerrito,2,5.0
uN8RKQbslr7qwjNqEFDXfw,Ramen Gojiro,268,3.5
szPJyzsly0a5ZkehLAV1fA,Pokérrito,192,4.0
8O-ieCHwT4AuQD1zTFpQfg,Field & Social,65,4.0
0c96ecE3bOTmgZscx-GAUA,Pholicious,145,4.5
tWjcnCAYZfkkQ1C3J_Zctw,White Spot,79,3.5
ZT_PSXXxqy8FQant8zaDRw,Did's Pizza,48,4.0
7f4AH7Isc9yirRcMQMaaXg,Dae-Ji Cutlet House,61,3.5
-SkNedh2bJHPOcKfoFlTvg,Big Bowl Rice,32,3.5
rF6jLBYZaBmdRj-ubUGVgQ,JJ Bean Coffee Roasters,10,4.5
sRuPQxVVon-EvMz_Nf8HbA,Peaceful Restaurant,123,3.0
Inb4J_ZByAMO8H1-XHR0zA,7-Eleven,9,3.0
2iVOBvqYsdjfjly4iYTswQ,The Railway Stage & Beer Cafe,15,4.0
QMHwiOLZgoEiUHZcSgJuJw,Taxi Café,1,5.0
-nnbiBMMbT5gj4zVnxvyuA,Cathedral Square,2,3.0
XFkhu9HNNx6fx1Iz6aRPeA,L'atelier Patisserie,91,5.0
piwi7Au_17aUKuC2S97Nkg,Zarak By Afghan Kitchen,41,4.5
g2-oFy8JVppe929mjc0ICg,Kranky Cafe,37,4.0
0O5VsHtLkUNbxKaeJKGa-A,Bar Susu,9,4.0
zXNIn6HJ2bnOSj2iTYpQTg,Earnest Ice Cream,368,4.5
K1wzSKFgfYXy9C2nGA0bmw,Fife Bakery,59,4.0
dPO65yVqcXagE8FUbPNruA,Argo Café,82,4.0
t6HuIdPuTn6ywi1cDLmIeg,Glory Juice,42,3.5
C_1QbwlLo-CByZ69ngsWRQ,Manna Sushi,80,2.5
WdywxkSYEc_nw0kqNfRZsg,Steamworks Brewing Company,768,3.5
oiuMkUcxnTdzeUpCNmVzWA,Guu with Otokomae,374,4.0
Oy9MJpvvmvueeCF9XQRKXw,The Poke Guy,203,4.5
C58CusJWfndaAlyAoh6qhg,Rogue Kitchen & Wetbar,390,3.5
wL4J5ytcddYRw_F9GobnlQ,Momo Sushi,218,3.5
HmslQtrdkudv1V01AenkLg,Top of Vancouver Revolving Restaurant,349,3.0
wvaELBqIJercwOK2lgkfDA,Ignite Pizzeria,42,4.0
pITkBUEZVcpxKwF348KAtw,Vegan Pudding,85,4.5
qDwfdcWL588U8mcdQnniNA,Buro Coffee,84,3.5
xjribK3LzpJRV5iqesDmqQ,Gastown,80,4.0
e-SyplM3q-q_4UAxNHLSQA,Russian Spoon,21,4.5
ibM9mR5BAJJxl3d2CgQf2w,Teppan Kitchen,17,3.5
PHCoo-cdQjYBjiaEWlLgtw,Tim Hortons,41,2.5
h86MdHhS67MFkiLPc1QojQ,Bubble Waffle Cafe - Harbour Centre Food Court,6,4.0
JUpffsAel3dvPXwIYP3sZw,Waves Coffee House,37,2.5
XbpaTAMi5G6FAkhsBJMUww,My Toan,20,2.5
na8tiUypoPahO4yLgz3eyg,Casa Blanca Mediterranean Cuisine,2,4.0
xm3KG5VybXVgTjMcstq-Tw,Rice 'N Spice,3,3.5
o88HljnvIhsMdckS9Ivctw,Famous Famiglia Pizzeria,16,2.0
eN9TVzuBb2PFlj-otwulDw,Fatburger,7,2.5
l-tVS6U7SD3PSZGpHlfzkw,Thai Express,12,2.0
PprCN672kFl2iBwKXNqRmw,Ca Phe Vietnamese Coffee House,2,4.5
Qgpw_kunnJLTy03H1x9sRQ,Harbour Sushi,5,2.0
kETXlfFpjGSM1TSgGvIXKg,Little Japan,8,2.5
_xeFOxxlokaK3MoyvlzMYw,Curry Express,2,3.0
LVYaPwt6eiaqvpYfNUMkGQ,Camay Wok,3,1.5
zcK5jbqNkyiTc1pSlqv4cw,Amazing Wok,3,1.5
PPD43r16YAHj9t52EhjPwg,Vana Vietnamese Cuisine,1,2.0
qinu-ulktCf_MfZNkBBh5w,Yule Duel,1,3.0
a7YBnJsJUSg5AnfDM9ZmYg,Japadog,785,4.0
8-l4x9EYK6JAbMycfrDU3Q,JINYA Ramen Bar - Vancouver,392,3.5
3rymK-sN2iuN3R0crSBQVQ,Viet Sub,267,4.0
DudKSeV0CYf3K9ApnihG2A,Paramount Fine Foods,147,3.5
j8Y5g0hGCTeyIKoVtlJHCg,Curry Fusion,45,4.5
r1zXupB1vrDB6WLzBf2FDA,Tractor,78,4.0
QA89npzfKP8-Qd2sGIKfTA,ZAC.ZAC Japanese Curry House,95,4.0
QAmbdy-Cg1GRA-NTSLkcXQ,Memphis Blues BBQ,118,3.5
GwJi5y2V5efOEQSM8UfvcA,Bentoya,28,4.0
nUEEjgDw9pf8onrNMm1h-Q,Kingston Taphouse & Grille,104,3.5
ZhOsv4f2cTw8n3K4BgHAAw,The Chopped Leaf,94,3.0
CnMFaUx_ALosYlhPA5eCHw,Falafel King,34,3.5
RVPQUgAfhtxxLNAhxxdcwA,Nosh,66,3.0
Ds1AMqrUJEoh9Yz0PsWT1w,Starbucks,24,3.5
2F8kxi0_JG8y5jTUSYifYA,Buro,10,4.5
lbOpkv-F4wS4lb8MouP0DA,Aladdin Cafe,72,3.0
mtWaUAXay557IAc5as_HFA,Amante Bakery,6,4.5
-L-Ep4f3ehcYY_e2R9oOiw,Atelier by Chatime,12,3.5
baaRyYSG9yF-vaazmvq0lA,E-Mo Restaurant,15,3.0
gMtungUGzpZ1JtXjIzgLLg,Blenz Coffee,23,3.0
wogsiLj3VX-MhdocJRnpjg,Fable Diner and Bar,3,3.5
GiMJp0bYZtCaKvfy2U91Qw,Kishu Japanese Restaurant,4,2.0
dHp4-O-5zOGQzqEXT2jPOw,Masarang Deli Department of Hmart,1,4.0
CB3shsfZekB7G2VaVfc2Dg,Kishu River,1,3.0
Y8uPPQi89LBiAcKlLNsbww,McGreens Bistro,5,2.0
uv53DOeffUSM0IMawkZqNQ,Cambie Street Bridge,5,4.5
viUq9OyTgOGgcdyuNoey3w,The Garden Strathcona,35,5.0
ia8pxTUrUDta8tmvE348sg,Prototype Coffee,20,5.0
djKcHZcez6Mtxfdk_i-kLw,Liquids And Solids,20,4.0
c5huGd2UwzDEsyaZ3bWm7Q,S2 Cafe House,10,3.5
zIW_FODceS5-f7RmTWLIIw,7 Days Coffee,39,4.5
w6VnEm6RPDGpiR0rLYH02A,McDonald's,16,2.5
RGRrrCyIf1Q3MEzn2XwUhg,AIDS Memorial,1,5.0
31ftseRufszpWLykL6nOrQ,Library Square,200,2.5
XdQafgsosjlMoewEHGQvkg,Acquafarina,8,4.0
hyy-n-EXHJONT10zi7fN7Q,Ursu Korean BBQ Taco,8,2.5
-L9LNEE8myyyuBa6UOihEg,Giovane Caffè,2,3.0
crM1idgY_glhtxXT5kERNg,Kingyo,986,4.5
pdQ4pZ7x9p9lUPY4JgItMw,Zakkushi on Denman,234,4.0
lWnrOBY0qxzv2-6jIyKpNQ,Damso Modern Korean Cuisine,198,4.0
S9qq5lPxLLNdlw8oTdaBDA,MDG Ma Dang Goul,161,3.5
ATcltJPyrq5MmrQFWcUCGg,Ukrainian Village,165,4.0
owulvUKp9gAF6rC-smUhng,True Confections,211,3.0
gRaH6Xnvr0fI7JvjrfUz5Q,Buckstop,140,3.5
E9OK8eZuWYmaAsgqURU9Bw,Donair Town Robson,77,4.5
FTebsTNjJnDZLp8zgaQwqA,ChiMec Fried Chicken & Burger,32,4.5
0PI5VNKnhBZMddN_f351tg,Chung Chun,67,4.5
S99na7fw56EIMoS4WGgG5g,Milano Coffee Roasters,69,3.5
ayccBdB_Pz_9rTb6edbkvA,Izakaya Gon's,60,3.5
TLVNUojVkcFQQf7eGuxQ2Q,Banana Leaf,157,3.5
Tk7ifC6y8w19HFV7bzhR-g,Modern Handi Indian Cuisine,35,4.0
AF4c_vN-Be8K7x4IfYFW7A,The Sauce Pasta Cafe,26,4.0
T3DU9lWIbaOtMuYSrKx_8A,Tango's Meats,21,4.0
qnTcVjistyXnj-AlaftsXg,Khaghan Restaurant,57,3.5
i30z4KTuAdZJH_scFLla1Q,Dan Dan Noodle,18,4.0
LVrgMfMwe0u-BjkBILwKGQ,PHO Q & M,14,4.0
h1vHMq39YhDrxzpwBPelOA,Breka Bakery and Cafe,23,3.5
Elg0UCjUUNJEDuHvtijM_Q,Blenz Coffee,33,3.5
AaCgkBEjSZ2IaFOaEbTDxQ,Safeway,54,2.5
R45Pdbi4rENjlxEFLC3PxA,Breka Bakery & Cafe,6,4.0
HiBZHwpj7LlOk-MMO74cdA,Winter Bear,1,5.0
fnGjBA5bYSBGxGjyjqfXYg,Prospect Point,82,3.5
fFTX_P50tynIS4-5PM_OXA,Prospect Point Tea House,4,3.5
aF8kRMM0ehoqwM82yH6Zvw,Plaisir Sucré,69,4.0
V2MqBu1-l3PNISA2BkvLSw,Napoletana Pizza Cafe & Gelato,58,3.5
jEB1fdlOACZLofxH_Ca2xQ,Gyo Para Gyoza & Ramen Bar,95,4.0
QcDWy_sCDAWdZjnCIJBSzw,Trees Organic Coffee,45,3.5
sB69pz8tOErRkHEU7k44nQ,Z&W Shanghai,22,4.0
ZuK-D7_UOgfPBu39Crpm1w,Coquette,2,5.0
LdPw2PKh8vaARVTRaHwVJg,Subway,1,5.0
5lxhq0nQJ4OThhSAvoAZ6g,Yogi-Yo Korean Restaurant,2,3.5
-65-OqxIBL4qdTN5PA-svw,Mount Pleasant Park,4,5.0
BqOSfSmwWDZzjYzIrBhyNw,Catch 122,520,4.0
IwujNE6nVlstnFFfMzGbKg,Jules French Bistro,225,4.0
zz4WGzntV59HqhefV5zigQ,Moltaqa Moroccan Restaurant,147,4.0
w-WIdtND5jGIiiYoFjhtmg,La Casita,276,3.0
Oix8SM8MDC4MAlY02SLYGg,Save On Meats,343,4.0
WbXySUhibHC0CN-RMVkiSg,The Metropole Community Pub,65,3.5
-RStLKSNyENyOK5_kUEPtg,Prado Cafe,88,4.0
L96IIQu4qmt6ev0j-7FXWQ,Clough Club,95,3.5
ixxYlxQkKVa7ujhxpGCQGg,Boba Run,36,4.5
APDqiTdRp-MfyRs-nhwlRg,JJ Bean Coffee Roasters,50,4.0
r-UGAU1-PsZ6HNZW237O-Q,Salt Tasting Room,501,4.0
jXY6l5SLQjoJgYdB1QamLQ,Noodlebox,56,3.0
UBw-zff1qqCqGxcbbBuBnA,Greta,9,4.0
kHvHSJyoxibIWJdZQGwlaA,The Hart,3,4.5
Pl3eS-erRZGU7U7mqpt3_Q,The GPO Bar,6,4.5
S9zoiaAMM-r_8bo269YE0w,Hiro Japan,35,2.0
ayajm5BQVgBC6C6UrHFaWQ,The Vegetarian Butcher,1,4.0
Z4a5aQ1Z3phEgVAvs7pWvQ,Secret Food Tours Vancouver,1,4.0
dF5qYrLOxp710HOSWhIZ9g,Coo Coo Coffee,140,4.0
0bfwNvbJ58pO3TTkZIcr1A,Nuba in Yaletown,97,4.0
JUbIWP2Ky62dA7JFdgEW3Q,Chancho Tortilleria,84,4.0
U3L-K3CQsQOSETtmTCxiBQ,Noah's Cafe,25,4.5
zLyC3qN0c5Zg-sfb6eZhQw,JJ Bean Coffee Roasters,99,3.5
0N9E1acBabh4u4bZ_tcrBw,Yaletown Gelato,72,4.0
5-6h5lbOmnQpgN54gCR_CQ,Menchie's Frozen Yogurt,18,4.0
rJbPq2B7xVaJW3myVANfRw,Craffles,3,4.0
QEfis06p6udDdabqxjXmCg,Tre Galli Gelato Caffe,5,3.5
ZHbiidBB8LVmh_hQQbRjig,Thai Son Restaurant,104,3.5
qZzyCmBfsnWDxFFSFYaAIA,Dude Chilling Park,11,4.5
AkIFoi1W7tFvomCeaFWw8Q,Guelph Park,3,4.5
t-soDjOlN6XkySHBdhRkKA,Forage,681,4.0
jMz_y_-cWMfiZF7Q5snE6Q,Ramen Danbo,525,4.5
vnKoBdTuh2lsUKASMwQYbA,ChongQing,380,3.5
OpagbGwT8j4ydy0sOVtU8g,Bon Crepe,157,4.5
7Ouec2qlKyXnFrZc1tWIRQ,Bubble World,165,4.0
DmeNxtgASzdsMmWOLeB4Qw,D'oro Gelato e Caffè,175,4.0
R0Oo9LRcrHQmK_a-iFTiMw,Horin Ramen + Sake,130,4.0
fmxsSXv9IlSBshPQqP3LCQ,Joong Won,75,4.0
FkzUkjxk8GmMz16s0ghyzA,Miko Sushi Japanese Restaurant,128,3.5
rXABnJdgOUY_SIqrAZwBqg,Cora Breakfast and Lunch,123,3.5
txxIT2N5F7O2l4Gu2M6DAA,Good Dogs Plant Foods,15,5.0
yXcyMy3-1buA54a415XeGw,A Taste of India Restaurant,81,3.5
oR5H6u8imOodCpEtW-KmoQ,Dae Bak Bon Ga,123,3.0
3dyhY-hBnC8ijKHgSpWdWA,Rice and Noodle,84,3.5
eXtQGDyOYElcAIKcLp1B9w,Stepho's,221,3.0
4OJJ7hM_ZLskwCQX3affNA,Meet Fresh,84,3.5
HNZTQcWZX1Zga7_fTKyaUA,Ole Wings & Tapas,51,3.0
K2lsn89WFOKdkcF82d4LJw,Momo Sushi,117,3.0
lY9eVM4ZezL_1ZQZebkj2w,Little Cafe,6,5.0
UuUCTiAJOvjDiIHELz_spw,The Bunker At The Barclay,4,4.0
w6ZrZga6rCQgaNk5F5Q7HQ,Beside Forage,2,4.5
B6YyCPbktKpy-FQysJotCA,Sharetea,7,2.5
G3xRAjXceBFGjQ-NLaKmTA,Chicko Chicken,3,4.0
NlHqymo3ziBdOTapYzUpPQ,New Asahi Japanese Restaurant,4,2.0
l-nd8Zbp_HUCQeFY_zMRGQ,The Den,1,3.0
GSg5v3ZJxmMPrlAXqat8tA,Le Crocodile Restaurant,418,4.5
g-WSOodoG-L81DFYWM0FMQ,Italian Kitchen,628,3.5
DJplkq9x17wm2V4vIT4brg,Boulevard,266,4.0
QeHqiRcA9C-6zA-j6_YkIQ,Salathai Thai Restaurant,411,3.5
d8Ft7RlTYeR1v4owVyK6Dg,Pacifico Pizzeria & Ristorante,252,3.5
_moR7OXFUl3qDDXaZIhzgg,Chef Hung,18,4.5
vlFmmQDfyIWGeS7nml7J3A,Gerard Lounge,9,3.5
RPvSCH2rpBJ7FVWK8gcNZA,The Ballyhoo Public House,7,3.5
1QjDLdVjgwtiBYR5LK7ibQ,Little Tea House,2,3.5
9vDRiLnA5UGE2DiWOGQmuw,Kinara Indian Cuisine,26,4.0
zknA7-f9PPbBT4FwWK8Ixg,Matchstick Coffee,19,3.5
vB_u-YiLvSmXUpdd_8D1LQ,Le Coq Frit,22,4.5
zCyms78zBGARH6z_IhZQGg,The Liberty Distillery,111,4.5
BMtilzWQheOVprAwNoHSTQ,Off the Tracks Espresso Bar and Bistro,62,3.5
gCDkegnpW-E7xMxpdwXQRg,Pedro's Organic Coffee House,37,3.5
TMJ04QPJx-xf-UtpUk-AMQ,Granville Island Water Park,3,5.0
K3cBzqm55Lvr2_58US5IFw,VR Funtastic World,5,4.5
X6JLoqZtGWsl7SlhTU0Vhw,Beanstalk Bistro,5,3.5
VmAffd4s9Nz5rPJf1FIaCA,Ocean Art Works,1,5.0
a8Vh-omEM8nePkwpqRRCxQ,Circuit Circus,3,2.5
QICqmih79q_lHJQXa00z-g,My Island Café,1,4.0
CX-NLp9SM3V2ooO9RIOhYg,Yolks,430,4.0
vwoK7qiP3NLMTPUL5BFQVA,Earnest Ice Cream,32,4.5
pXmP7esFgo4nGTC5H2cwZw,Timbertrain Coffee Roasters,11,3.5
g5e7KBn26r3cwMx-CvdoHg,Sneaky Pete's Pool Cafe,3,4.5
juVXvXHmlBpm9WAnpzHh2g,Starbucks,6,3.0
7tG5HXPSwk98q0Cc_ICicQ,Uva Wine & Cocktail Bar,201,4.0
_-8ejJfWv0xttOgqU8a0NA,Homer St. Cafe and Bar,335,3.5
s_Wc0w6NA4KzRwEG27SL5Q,Per Se Social Corner,225,3.5
E07HAZDr5pQW9r_T-h1Qcw,Cibo Trattoria,132,3.5
vdQbDQHPq_nA30ngxEgMJg,Tutto,45,4.5
Yqp6VvqXT-1n1uIog0TiSQ,Red Card Sports Bar + Eatery,112,3.0
9hyOOymRqYGl_vy8v6B7gg,Holy Perogy,22,4.0
-fHqwIU4S-uD9O-ouzhE_A,Rainbow Park,2,5.0
ICte3-u47WK1aIgrkVUOdw,Kafka's Coffee & Tea,8,3.0
bFQBBVUNF3wY6e4RMysDxw,Rotery Beach Park,1,3.0
ZNHVXE4a4XoodTVdKYSyFw,Hollywood North,3,2.5
vZkovAEB5N5l1ZtS6aVDnA,Breka Bakery & Cafe,313,4.0
0BvstbA_zaIfe6fwtMm-Ow,CinCin Ristorante + Bar,405,4.0
VZGdyz_NTAouzOqRT9QD_g,Ebisu On Robson,265,3.5
BUFt4lRzuOWUmqHBtv7AmQ,Zefferelli's,463,4.0
RckRmOcX7OtMUDC40Cz3lg,Hello Nori,137,4.5
hCkEzE5_7i99LwUSVZyeWA,Castella Cheesecake,95,4.0
wQ7r2WAw0gV-NzbIJKTblw,Earls Kitchen + Bar,196,4.0
9cxr2MmECuFfXuNfLNagtA,Jenjudan,37,4.5
YEPF7m0OMQaG9Y6tSNu5Eg,Machi Machi,40,4.0
dIQLG3NKXUtJ6n95ngnnpw,Happy Lemon,65,3.5
uBCR1k9n7QNpH-lBRD4fDw,JJ Bean Coffee Roasters,109,4.0
OHMv-_cc0kmRCWV3kM44Bg,Kosoo,65,4.5
0RizLRPuPeUnCOWu94AAyQ,ABODE Restaurant & Coffee Bar,84,3.5
1__7JnVbXznFR35sTFTdBw,"Paul Bakery, Cafe & Restaurant",89,3.0
ybl1sY4Iw1UPLkRZEkA_jg,Blenz Coffee,37,3.5
9UbSRTD_Ly2AlJ1hjEt4TA,Uncle Tetsu's Japanese Cheesecake,19,4.0
qqyVAosX5mQ7OZl5JlCkjA,Jang Mo Jib,18,3.0
7Pk78kX4zdAJoSe-sKRSTw,Feng Cha,17,3.5
C0XAvTu4lc0Yl2kz3RjVkg,Blackball,5,4.0
wkYKsZ138ibaChNqCP3nzQ,Shenanigans,42,2.5
sTY3enqxs5xdmW66ddoBpA,Blackball Robson,4,3.5
REMnOqLE8q2Lvk3z6AtBPw,Freshslice Pizza,3,4.0
oLoO76fZnnci-TOj9xWF1A,España Restaurant,241,4.0
lkesp7bQlPaaANqGlTS1PA,Legendary Noodle House,226,3.5
KzyJgXCdDssMgCFjO-zVQA,3 Quarters Full,92,3.5
tzJJt5AQjenw-VbUrEnfxw,Ofra’s Kitchen,34,4.5
5TkywhSsAbrrLIVNzZQasQ,Nat's New York Pizzeria,91,3.5
MOqk2d0VeccHK0lIFK6IFg,D'oro Gelato e Caffè,42,4.0
nFxhMiWh2JRfaWW79aj66A,Café Portrait,35,4.5
IXo1IVxa_ACLn6UhK2bjsQ,Akira Sushi,93,3.5
g6F_Mdi63zQM5QBVygmJmg,Frying Pan,21,4.5
gBQymRxldIfwI4Iq0oJgEg,Olympia Restaurant,140,3.5
Tn3oDa6GneVCxky2qvVrXQ,Falafel King Restaurant,52,3.5
Njt9q1ohZTBXzO-C7fGb5w,Zeitoon Restaurant,137,3.0
xwd7Nkbuc3zzTpnFuKtU6A,Gillaneh Grill House,41,3.0
5rbWt4GTy0SXA6H5-s1QVQ,Sushi Aboard,27,3.5
CkjGmBJ--cOsQkC7_YIFsA,Big Bang Sushi,12,4.5
smHdOf6ISN9SUJAC_zPKEA,Rio Brazilian Steakhouse,189,2.5
kNMvrXozJoxLI2RUGFLP3w,Thios,12,4.0
H775-UYXAOmCv5yTPD9BmQ,7-Eleven,9,3.0
9Nt6ptzM3Y2hc1t_l0_y3g,Ben Gong's Tea,5,3.5
POgP2QiqScF-oOMHSz7sww,Chef Ron,2,5.0
hEUee1BgREGJylWrBx-yyw,Burger King,33,1.5
dTpWAhmNJl6JXgMNCr2_QA,Pho 555 Vietnamese Restaurant,4,4.5
7GgQIkWJTD9B7LXdFQlp3Q,Tampopo Gardens,1,4.0
nSTLbX9ohf5kiTJjjXlkVA,The Frying Pan,1,3.0
tMIfqLxbxmu66RMzxkX8JA,余香 J&P Kitchen Asian Restaurant,2,3.0
x-a-ZN6HZtYTZOcpKzH4YA,Old Hastings Mill Store Museum,3,4.5
xKqibVPjUXwB6IFZArkB0Q,Hastings Mill Park,1,5.0
zs0S_2_nNqld_pfcEVnINw,Kiku Sushi,14,3.5
upNffrDjq_VNFd7pk8RmAg,Casa Dolce Coal Harbour,19,2.5
83XN8Vxi8wr1NoBzvVMtRw,Blue Edge Cafe,18,2.0
OULhS4WGI_mh5gRGLZBySg,Temaki Sushi,158,4.0
HhJyqNI0VOge4euARmlN7A,Yagoto Sushi Dining,76,4.5
l14TILhWRFE3XeyrhK0H6w,Evelyn's Coffee Shop,41,4.5
tUh4NuINdnkbVF16iPc2wQ,Livni Café & Bakery,3,5.0
A8bJPPaY0n1g3hrWxY_ljQ,Woodvillage Cafe,1,3.0
zkib99WfL5VCu7Za5hG6Fw,Pho Japolo,63,4.0
SEtBtlzK2NYZ2g2quBjMKQ,Kung Fu Tea ,16,4.0
3Gr0u8jsJ9Z7Wo9EaAg45g,COBS Bread,15,3.5
JATtfMT3scC00BGij7FxUg,Starbucks,4,4.0
Pts_VJ25Jxj2E7gcD2nqQA,Quesada Burritos and Tacos,8,3.5
U5qYTzxrA2uhKLtD-3PX5g,Neverland Tea Salon,225,4.0
9R4vBq3BUYom9geOTiFs0w,East Is East,287,4.0
C_ApTM9kMvNfIzOy__jksQ,Nuba in Kitsilano,162,3.5
yax1nLC668lb99_zI8Jqsw,Mamalee Malaysian Delight,172,3.5
LiikkUm1Xh7zeC8PiWRvpQ,Kitstaya Sushi,85,3.0
